booking_id,member_id,space_id,booking_date,start_time,end_time,is_cancelled
57,90,118,2025-03-04,10:00:00,14:00:00,0
58,90,64,2025-03-03,14:00:00,15:00:00,0
59,90,49,2025-02-27,08:00:00,10:00:00,0
60,90,87,2025-03-03,10:00:00,11:00:00,0
61,91,1,2025-06-22,09:00:00,10:00:00,0
62,92,78,2025-01-30,13:00:00,17:00:00,0
63,93,117,2025-12-14,20:00:00,21:00:00,0
64,94,119,2025-09-13,16:00:00,17:00:00,0
65,95,13,2025-04-09,13:00:00,14:00:00,1
66,96,70,2025-12-04,06:00:00,10:00:00,0
67,96,80,2025-05-22,15:00:00,16:00:00,0
68,96,117,2025-05-14,18:00:00,19:00:00,0
69,96,119,2025-10-18,16:00:00,20:00:00,0
70,96,147,2025-08-01,13:00:00,14:00:00,0
71,96,103,2025-11-20,07:00:00,11:00:00,0
72,96,70,2025-02-26,17:00:00,19:00:00,0
73,96,59,2025-10-28,12:00:00,14:00:00,0
74,96,1,2025-09-04,19:00:00,20:00:00,0
75,96,90,2025-11-13,18:00:00,22:00:00,0
76,96,80,2025-04-28,16:00:00,20:00:00,0
77,96,91,2025-10-29,11:00:00,12:00:00,0
78,96,29,2025-08-24,14:00:00,15:00:00,0
79,96,27,2025-11-04,07:00:00,08:00:00,0
80,96,87,2025-10-05,07:00:00,08:00:00,0
81,96,14,2025-09-16,19:00:00,21:00:00,0
82,96,108,2025-02-27,16:00:00,20:00:00,0
83,97,56,2025-01-14,17:00:00,18:00:00,0
84,98,124,2025-06-21,18:00:00,20:00:00,0
85,99,147,2025-06-30,16:00:00,18:00:00,0
86,100,111,2025-11-26,18:00:00,20:00:00,0
87,101,62,2025-09-07,18:00:00,22:00:00,0
88,101,63,2025-12-04,12:00:00,16:00:00,0
89,101,27,2025-10-09,10:00:00,11:00:00,0
90,101,78,2025-12-13,11:00:00,15:00:00,0
91,101,16,2025-08-18,07:00:00,11:00:00,0
92,101,1,2025-10-19,12:00:00,13:00:00,0
93,101,116,2025-12-08,16:00:00,18:00:00,0
94,101,140,2025-10-18,11:00:00,15:00:00,0
95,101,60,2025-07-15,13:00:00,14:00:00,0
96,101,72,2025-11-21,17:00:00,19:00:00,0
97,101,56,2025-09-27,07:00:00,08:00:00,0
98,101,24,2025-09-26,12:00:00,16:00:00,1
99,101,105,2025-09-21,18:00:00,20:00:00,0
100,101,50,2025-08-15,09:00:00,13:00:00,0
101,101,99,2025-10-16,06:00:00,10:00:00,0
102,101,119,2025-11-27,07:00:00,09:00:00,0
103,101,4,2025-10-25,07:00:00,08:00:00,0
104,101,108,2025-08-26,13:00:00,17:00:00,0
105,101,63,2025-10-20,16:00:00,20:00:00,0
106,102,28,2025-11-08,15:00:00,19:00:00,0
107,103,3,2025-06-04,16:00:00,20:00:00,0
108,104,108,2025-08-27,12:00:00,13:00:00,0
109,104,111,2025-10-12,21:00:00,22:00:00,0
110,104,111,2025-08-23,17:00:00,18:00:00,0
111,104,59,2025-06-04,20:00:00,22:00:00,0
112,104,106,2025-06-24,14:00:00,18:00:00,0
113,104,134,2025-06-25,09:00:00,11:00:00,0
114,104,74,2025-08-11,07:00:00,11:00:00,1
115,104,32,2025-07-07,12:00:00,16:00:00,0
116,104,98,2025-08-28,11:00:00,15:00:00,0
117,104,116,2025-12-17,12:00:00,13:00:00,0
118,105,145,2025-08-02,16:00:00,20:00:00,0
119,105,43,2025-08-03,08:00:00,10:00:00,0
120,105,127,2025-07-16,08:00:00,12:00:00,0
121,105,128,2025-07-26,11:00:00,12:00:00,0
122,106,71,2025-05-24,13:00:00,14:00:00,0
123,106,1,2025-06-04,18:00:00,19:00:00,0
124,106,70,2025-06-02,15:00:00,19:00:00,0
125,106,33,2025-06-13,12:00:00,16:00:00,0
126,108,134,2025-08-19,18:00:00,22:00:00,0
127,109,62,2025-07-10,15:00:00,16:00:00,0
128,110,112,2025-11-30,10:00:00,12:00:00,0
129,111,65,2025-03-10,14:00:00,18:00:00,0
130,112,37,2025-07-14,19:00:00,20:00:00,0
131,112,101,2025-03-03,15:00:00,17:00:00,0
132,112,150,2025-03-13,14:00:00,16:00:00,0
133,112,101,2025-05-08,11:00:00,15:00:00,1
134,112,109,2025-06-08,08:00:00,10:00:00,0
135,112,112,2025-05-09,08:00:00,09:00:00,0
136,112,6,2025-05-11,12:00:00,13:00:00,0
137,112,81,2025-03-13,13:00:00,14:00:00,0
138,112,23,2025-07-17,13:00:00,17:00:00,1
139,112,115,2025-05-23,06:00:00,07:00:00,0
140,112,77,2025-07-01,16:00:00,20:00:00,0
141,112,92,2025-05-16,07:00:00,11:00:00,0
142,112,111,2025-06-06,07:00:00,11:00:00,0
143,112,94,2025-05-17,14:00:00,16:00:00,0
144,112,38,2025-03-01,16:00:00,18:00:00,0
145,112,21,2025-06-14,07:00:00,11:00:00,1
146,112,114,2025-06-01,10:00:00,11:00:00,0
147,112,75,2025-03-24,16:00:00,18:00:00,0
148,112,69,2025-06-18,17:00:00,18:00:00,0
149,113,30,2025-10-24,14:00:00,15:00:00,0
150,114,37,2025-05-28,07:00:00,09:00:00,0
151,114,147,2025-05-24,09:00:00,13:00:00,0
152,114,14,2025-05-30,18:00:00,20:00:00,0
153,114,41,2025-05-27,17:00:00,18:00:00,0
154,115,111,2025-09-12,10:00:00,11:00:00,0
155,116,137,2025-10-11,16:00:00,20:00:00,0
156,116,27,2025-10-12,14:00:00,18:00:00,0
157,116,122,2025-10-12,10:00:00,11:00:00,1
158,117,118,2025-05-03,06:00:00,07:00:00,0
159,118,144,2025-03-19,13:00:00,14:00:00,0
160,119,95,2025-10-04,06:00:00,10:00:00,0
161,120,101,2025-11-16,16:00:00,20:00:00,0
162,121,15,2025-11-18,06:00:00,08:00:00,0
163,122,134,2025-03-04,16:00:00,20:00:00,1
164,123,56,2025-07-15,19:00:00,21:00:00,0
165,123,3,2025-11-20,12:00:00,13:00:00,0
166,123,76,2025-10-21,14:00:00,15:00:00,0
167,123,105,2025-09-27,08:00:00,12:00:00,0
168,123,118,2025-07-20,07:00:00,09:00:00,0
169,123,138,2025-11-11,13:00:00,14:00:00,0
170,123,117,2025-08-14,14:00:00,15:00:00,0
171,123,71,2025-08-05,14:00:00,16:00:00,0
172,123,24,2025-10-12,08:00:00,09:00:00,1
173,123,137,2025-07-18,18:00:00,19:00:00,0
174,123,143,2025-11-29,17:00:00,19:00:00,0
175,124,4,2025-11-09,08:00:00,10:00:00,0
176,124,121,2025-11-25,15:00:00,19:00:00,0
177,124,144,2025-12-11,17:00:00,18:00:00,0
178,124,77,2025-10-23,09:00:00,13:00:00,0
179,124,10,2025-10-15,08:00:00,12:00:00,0
180,124,84,2025-10-21,13:00:00,17:00:00,0
181,124,150,2025-09-05,14:00:00,18:00:00,0
182,124,112,2025-07-01,19:00:00,20:00:00,0
183,124,44,2025-12-08,12:00:00,16:00:00,0
184,125,101,2025-08-10,09:00:00,11:00:00,0
185,125,25,2025-08-09,19:00:00,20:00:00,0
186,125,37,2025-08-09,13:00:00,14:00:00,0
187,126,33,2025-02-23,08:00:00,12:00:00,0
188,127,46,2025-04-14,17:00:00,18:00:00,0
189,127,50,2025-04-14,08:00:00,10:00:00,0
190,127,16,2025-05-23,09:00:00,10:00:00,0
191,127,77,2025-04-05,16:00:00,18:00:00,0
192,127,80,2025-05-20,10:00:00,12:00:00,0
193,127,124,2025-05-16,14:00:00,18:00:00,0
194,127,127,2025-04-13,11:00:00,15:00:00,0
195,127,70,2025-04-14,10:00:00,12:00:00,0
196,127,77,2025-04-08,19:00:00,20:00:00,0
197,127,62,2025-05-23,12:00:00,13:00:00,1
198,127,98,2025-03-25,09:00:00,13:00:00,0
199,127,54,2025-05-07,09:00:00,10:00:00,0
200,128,120,2025-10-02,11:00:00,13:00:00,0
201,128,11,2025-11-21,09:00:00,11:00:00,1
202,128,32,2025-11-24,16:00:00,18:00:00,0
203,128,17,2025-11-07,13:00:00,15:00:00,0
204,128,114,2025-10-17,20:00:00,22:00:00,0
205,128,55,2025-10-17,06:00:00,07:00:00,0
206,128,38,2025-10-15,06:00:00,10:00:00,0
207,128,10,2025-12-24,18:00:00,22:00:00,0
208,128,99,2025-10-29,16:00:00,20:00:00,0
209,128,62,2025-11-06,15:00:00,16:00:00,0
210,128,114,2025-10-10,15:00:00,17:00:00,0
211,128,111,2025-10-08,18:00:00,22:00:00,0
212,128,12,2025-09-24,14:00:00,15:00:00,1
213,128,3,2025-12-18,16:00:00,20:00:00,0
214,128,61,2025-11-17,13:00:00,17:00:00,0
215,128,80,2025-12-28,07:00:00,11:00:00,0
216,128,57,2025-12-22,10:00:00,14:00:00,0
217,128,81,2025-10-18,15:00:00,16:00:00,0
218,129,144,2025-11-06,11:00:00,15:00:00,0
219,130,24,2025-02-27,20:00:00,21:00:00,0
220,131,62,2025-11-30,15:00:00,19:00:00,0
221,131,64,2025-12-07,08:00:00,10:00:00,0
222,131,24,2025-11-28,13:00:00,14:00:00,0
223,131,77,2025-12-07,10:00:00,12:00:00,0
224,131,98,2025-12-05,14:00:00,15:00:00,0
225,131,39,2025-12-17,18:00:00,19:00:00,0
226,131,91,2025-12-11,17:00:00,18:00:00,0
227,131,119,2025-12-15,07:00:00,08:00:00,0
228,132,54,2025-10-16,11:00:00,13:00:00,0
229,133,119,2025-06-18,20:00:00,22:00:00,0
230,133,51,2025-07-05,17:00:00,18:00:00,0
231,133,2,2025-07-31,11:00:00,12:00:00,0
232,133,87,2025-07-17,06:00:00,10:00:00,0
233,133,109,2025-07-30,10:00:00,12:00:00,0
234,133,20,2025-07-21,18:00:00,22:00:00,0
235,133,90,2025-07-07,17:00:00,21:00:00,1
236,133,93,2025-07-07,21:00:00,22:00:00,0
237,133,25,2025-07-15,20:00:00,22:00:00,0
238,133,134,2025-07-06,14:00:00,18:00:00,1
239,133,64,2025-07-04,06:00:00,07:00:00,0
240,134,139,2025-06-30,17:00:00,21:00:00,0
241,135,91,2025-07-25,19:00:00,20:00:00,1
242,136,40,2025-04-02,17:00:00,21:00:00,0
243,136,98,2025-04-14,19:00:00,21:00:00,0
244,136,61,2025-03-05,21:00:00,22:00:00,0
245,136,115,2025-04-27,15:00:00,16:00:00,0
246,136,118,2025-03-02,16:00:00,20:00:00,0
247,136,66,2025-03-28,18:00:00,20:00:00,0
248,136,92,2025-03-03,12:00:00,16:00:00,0
249,136,88,2025-04-13,06:00:00,07:00:00,0
250,136,107,2025-04-17,15:00:00,19:00:00,0
251,136,61,2025-04-14,17:00:00,21:00:00,0
252,136,32,2025-05-25,13:00:00,14:00:00,0
253,136,4,2025-03-08,18:00:00,19:00:00,0
254,137,4,2025-04-01,18:00:00,19:00:00,0
255,137,64,2025-03-28,09:00:00,11:00:00,0
256,137,146,2025-03-02,07:00:00,09:00:00,0
257,137,38,2025-04-13,17:00:00,18:00:00,0
258,137,132,2025-04-23,07:00:00,08:00:00,1
259,138,91,2025-08-27,11:00:00,13:00:00,0
260,139,24,2025-12-10,09:00:00,13:00:00,0
261,139,63,2025-11-24,07:00:00,09:00:00,0
262,139,99,2025-12-08,08:00:00,10:00:00,0
263,139,41,2025-12-29,12:00:00,13:00:00,0
264,139,33,2025-12-23,13:00:00,14:00:00,0
265,139,123,2025-12-14,14:00:00,18:00:00,0
266,140,50,2025-09-24,09:00:00,11:00:00,0
267,141,139,2025-01-08,08:00:00,12:00:00,0
268,142,112,2025-04-13,11:00:00,12:00:00,0
269,143,99,2025-10-29,15:00:00,16:00:00,0
270,144,43,2025-04-01,15:00:00,17:00:00,0
271,144,63,2025-03-31,18:00:00,22:00:00,0
272,144,21,2025-04-17,17:00:00,19:00:00,0
273,144,65,2025-04-17,07:00:00,11:00:00,0
274,144,101,2025-03-19,20:00:00,22:00:00,0
275,145,60,2025-02-17,08:00:00,09:00:00,0
276,146,77,2025-07-28,06:00:00,10:00:00,0
277,147,136,2025-09-08,16:00:00,20:00:00,0
278,148,11,2025-07-17,19:00:00,21:00:00,0
279,148,116,2025-09-29,09:00:00,11:00:00,0
280,148,133,2025-10-29,16:00:00,20:00:00,0
281,148,35,2025-06-17,11:00:00,13:00:00,0
282,148,109,2025-10-04,12:00:00,14:00:00,0
283,148,43,2025-10-14,14:00:00,18:00:00,0
284,148,106,2025-09-02,15:00:00,19:00:00,0
285,148,49,2025-12-07,14:00:00,16:00:00,0
286,148,115,2025-09-02,13:00:00,14:00:00,0
287,148,108,2025-07-05,15:00:00,17:00:00,0
288,148,65,2025-06-24,06:00:00,10:00:00,0
289,148,142,2025-08-21,10:00:00,12:00:00,0
290,148,111,2025-09-26,15:00:00,19:00:00,0
291,148,141,2025-07-02,15:00:00,17:00:00,0
292,148,27,2025-07-08,10:00:00,14:00:00,0
293,148,92,2025-10-01,08:00:00,12:00:00,0
294,148,99,2025-06-26,14:00:00,18:00:00,0
295,148,74,2025-09-04,11:00:00,12:00:00,0
296,148,145,2025-12-14,16:00:00,17:00:00,0
297,149,86,2025-10-30,21:00:00,22:00:00,1
298,149,45,2025-08-16,14:00:00,15:00:00,0
299,149,53,2025-10-05,06:00:00,08:00:00,0
300,149,127,2025-10-29,08:00:00,12:00:00,0
301,149,122,2025-11-07,13:00:00,14:00:00,1
302,149,75,2025-07-04,10:00:00,14:00:00,0
303,149,71,2025-09-14,20:00:00,22:00:00,0
304,149,21,2025-11-20,12:00:00,16:00:00,0
305,149,71,2025-09-24,08:00:00,09:00:00,0
306,149,33,2025-06-03,10:00:00,14:00:00,0
307,149,76,2025-09-22,13:00:00,15:00:00,0
308,149,95,2025-09-10,08:00:00,09:00:00,0
309,149,64,2025-10-24,10:00:00,14:00:00,0
310,150,31,2025-11-23,13:00:00,15:00:00,0
311,151,98,2025-01-26,10:00:00,14:00:00,0
312,151,121,2025-01-28,17:00:00,21:00:00,0
313,151,71,2025-01-27,12:00:00,16:00:00,0
314,151,56,2025-01-25,17:00:00,19:00:00,0
315,151,28,2025-01-28,07:00:00,09:00:00,0
316,152,90,2025-01-11,11:00:00,12:00:00,0
317,153,53,2025-04-17,08:00:00,09:00:00,1
318,154,116,2025-01-29,14:00:00,15:00:00,0
319,154,59,2025-01-29,07:00:00,09:00:00,0
320,154,104,2025-01-31,12:00:00,13:00:00,0
321,154,146,2025-01-27,10:00:00,14:00:00,0
322,155,54,2025-09-11,13:00:00,17:00:00,0
323,155,46,2025-04-25,08:00:00,09:00:00,0
324,155,23,2025-03-11,18:00:00,20:00:00,0
325,155,14,2025-07-18,14:00:00,16:00:00,0
326,155,95,2025-07-26,10:00:00,11:00:00,0
327,155,37,2025-12-21,12:00:00,16:00:00,1
328,155,69,2025-07-05,19:00:00,20:00:00,0
329,155,32,2025-08-21,16:00:00,20:00:00,0
330,155,71,2025-04-20,17:00:00,19:00:00,0
331,155,40,2025-11-12,13:00:00,17:00:00,0
332,155,50,2025-08-23,11:00:00,15:00:00,1
333,155,115,2025-09-10,14:00:00,15:00:00,0
334,155,36,2025-07-19,10:00:00,12:00:00,0
335,155,15,2025-11-29,20:00:00,22:00:00,0
336,155,72,2025-03-21,13:00:00,15:00:00,0
337,155,109,2025-11-13,14:00:00,18:00:00,0
338,155,56,2025-12-23,10:00:00,11:00:00,0
339,155,27,2025-07-15,15:00:00,17:00:00,0
340,155,90,2025-10-16,08:00:00,10:00:00,0
341,155,124,2025-05-26,09:00:00,11:00:00,0
342,156,136,2025-03-22,09:00:00,11:00:00,0
343,156,147,2025-02-21,13:00:00,17:00:00,0
344,156,120,2025-04-05,08:00:00,12:00:00,0
345,156,52,2025-05-21,11:00:00,15:00:00,0
346,156,104,2025-03-09,11:00:00,12:00:00,0
347,156,25,2025-05-24,11:00:00,12:00:00,0
348,156,129,2025-04-19,16:00:00,17:00:00,0
349,156,39,2025-04-26,20:00:00,22:00:00,0
350,156,66,2025-04-24,17:00:00,21:00:00,0
351,156,120,2025-04-03,12:00:00,16:00:00,0
352,157,23,2025-06-28,17:00:00,21:00:00,0
353,158,29,2025-08-24,15:00:00,16:00:00,0
354,159,132,2025-09-22,08:00:00,12:00:00,0
355,160,111,2025-02-19,07:00:00,09:00:00,0
356,161,121,2025-08-12,18:00:00,20:00:00,0
357,162,30,2025-05-23,16:00:00,17:00:00,0
358,162,27,2025-05-03,08:00:00,10:00:00,0
359,162,103,2025-05-25,06:00:00,08:00:00,0
360,162,86,2025-05-18,20:00:00,21:00:00,0
361,162,115,2025-05-19,12:00:00,16:00:00,0
362,162,105,2025-04-29,17:00:00,21:00:00,0
363,162,63,2025-05-21,17:00:00,19:00:00,0
364,163,121,2025-06-03,16:00:00,18:00:00,0
365,164,146,2025-03-08,10:00:00,12:00:00,0
366,165,146,2025-03-13,17:00:00,21:00:00,0
367,166,58,2025-11-15,21:00:00,22:00:00,0
368,166,88,2025-08-06,07:00:00,09:00:00,0
369,166,105,2025-12-17,12:00:00,14:00:00,0
370,166,116,2025-11-30,06:00:00,07:00:00,0
371,166,87,2025-08-31,16:00:00,18:00:00,0
372,166,44,2025-10-01,09:00:00,10:00:00,0
373,166,51,2025-09-16,09:00:00,13:00:00,0
374,166,129,2025-07-30,18:00:00,19:00:00,0
375,166,117,2025-12-12,14:00:00,15:00:00,0
376,166,139,2025-07-24,08:00:00,10:00:00,0
377,166,32,2025-07-27,12:00:00,13:00:00,0
378,166,110,2025-10-08,16:00:00,18:00:00,0
379,166,49,2025-09-26,08:00:00,10:00:00,0
380,166,33,2025-08-04,06:00:00,07:00:00,0
381,166,28,2025-10-10,11:00:00,13:00:00,0
382,166,33,2025-12-01,10:00:00,14:00:00,0
383,166,15,2025-12-09,17:00:00,21:00:00,0
384,166,18,2025-12-07,20:00:00,22:00:00,0
385,166,39,2025-10-25,13:00:00,17:00:00,0
386,166,99,2025-10-09,18:00:00,22:00:00,0
387,167,122,2025-01-14,07:00:00,09:00:00,0
388,168,141,2025-07-30,06:00:00,10:00:00,0
389,168,43,2025-07-10,16:00:00,17:00:00,0
390,168,9,2025-07-14,06:00:00,07:00:00,0
391,168,106,2025-08-14,19:00:00,20:00:00,0
392,169,143,2025-03-21,18:00:00,22:00:00,0
393,169,72,2025-02-16,09:00:00,13:00:00,0
394,169,65,2025-02-22,16:00:00,18:00:00,0
395,169,28,2025-03-21,07:00:00,11:00:00,0
396,169,61,2025-03-14,09:00:00,11:00:00,0
397,170,103,2025-09-28,06:00:00,08:00:00,0
398,170,142,2025-09-25,10:00:00,14:00:00,0
399,170,129,2025-09-28,08:00:00,10:00:00,0
400,170,111,2025-09-30,14:00:00,18:00:00,0
401,171,129,2025-01-13,13:00:00,17:00:00,0
402,172,113,2025-08-25,16:00:00,20:00:00,0
403,173,30,2025-03-24,18:00:00,22:00:00,0
404,173,121,2025-04-06,16:00:00,20:00:00,0
405,173,76,2025-05-03,19:00:00,21:00:00,0
406,173,27,2025-05-04,10:00:00,14:00:00,0
407,173,3,2025-04-05,10:00:00,14:00:00,0
408,173,142,2025-05-07,08:00:00,10:00:00,0
409,173,147,2025-05-06,06:00:00,10:00:00,0
410,173,10,2025-05-09,09:00:00,13:00:00,0
411,173,31,2025-03-19,19:00:00,21:00:00,0
412,173,53,2025-04-16,06:00:00,10:00:00,0
413,173,33,2025-04-14,14:00:00,15:00:00,0
414,174,111,2025-06-24,06:00:00,07:00:00,0
415,174,34,2025-05-26,06:00:00,10:00:00,0
416,174,71,2025-05-07,06:00:00,07:00:00,0
417,174,60,2025-06-26,11:00:00,12:00:00,0
418,174,67,2025-06-02,12:00:00,16:00:00,0
419,174,47,2025-06-19,16:00:00,20:00:00,0
420,174,107,2025-05-05,17:00:00,21:00:00,0
421,174,94,2025-06-08,17:00:00,21:00:00,0
422,174,29,2025-05-27,15:00:00,19:00:00,0
423,174,106,2025-05-09,09:00:00,11:00:00,0
424,174,37,2025-06-14,14:00:00,16:00:00,0
425,174,87,2025-05-04,06:00:00,10:00:00,1
426,175,14,2025-08-09,10:00:00,11:00:00,0
427,176,137,2025-02-02,15:00:00,16:00:00,0
428,177,103,2025-09-08,20:00:00,21:00:00,0
429,178,32,2025-03-27,16:00:00,20:00:00,0
430,178,54,2025-04-17,18:00:00,20:00:00,0
431,178,142,2025-04-16,15:00:00,17:00:00,0
432,178,129,2025-03-04,06:00:00,07:00:00,0
433,178,2,2025-04-29,12:00:00,16:00:00,0
434,178,117,2025-01-19,09:00:00,13:00:00,0
435,178,98,2025-01-17,20:00:00,21:00:00,0
436,178,14,2025-01-16,14:00:00,16:00:00,0
437,178,44,2025-04-05,18:00:00,19:00:00,0
438,178,33,2025-04-20,07:00:00,11:00:00,1
439,178,128,2025-03-12,09:00:00,10:00:00,0
440,178,16,2025-02-12,19:00:00,20:00:00,0
441,178,129,2025-03-21,17:00:00,19:00:00,0
442,178,142,2025-03-21,11:00:00,13:00:00,0
443,178,119,2025-04-16,13:00:00,15:00:00,0
444,178,51,2025-01-13,13:00:00,14:00:00,1
445,178,32,2025-01-19,15:00:00,17:00:00,0
446,179,95,2025-10-10,11:00:00,15:00:00,0
447,180,118,2025-08-03,19:00:00,20:00:00,0
448,181,17,2025-04-08,10:00:00,11:00:00,0
449,181,44,2025-03-12,09:00:00,10:00:00,0
450,181,33,2025-04-28,09:00:00,13:00:00,0
451,182,8,2025-10-08,14:00:00,15:00:00,0
452,183,12,2025-01-28,17:00:00,21:00:00,1
453,184,70,2025-04-13,16:00:00,20:00:00,0
454,184,12,2025-04-30,18:00:00,20:00:00,0
455,184,50,2025-03-09,14:00:00,15:00:00,0
456,184,38,2025-04-22,13:00:00,14:00:00,0
457,184,101,2025-02-15,10:00:00,11:00:00,0
458,184,105,2025-03-15,11:00:00,12:00:00,0
459,184,40,2025-03-21,09:00:00,11:00:00,0
460,184,72,2025-04-02,09:00:00,10:00:00,0
461,184,56,2025-04-03,13:00:00,15:00:00,0
462,184,128,2025-05-09,06:00:00,10:00:00,0
463,184,4,2025-03-19,15:00:00,16:00:00,0
464,185,117,2025-01-22,10:00:00,14:00:00,0
465,185,137,2025-12-18,07:00:00,11:00:00,0
466,185,44,2025-10-14,09:00:00,11:00:00,0
467,185,90,2025-03-26,08:00:00,12:00:00,0
468,185,148,2025-08-09,13:00:00,15:00:00,0
469,185,17,2025-02-23,17:00:00,19:00:00,0
470,186,84,2025-08-20,20:00:00,21:00:00,0
471,186,25,2025-01-12,17:00:00,21:00:00,0
472,186,28,2025-07-30,10:00:00,11:00:00,0
473,186,76,2025-01-14,13:00:00,17:00:00,0
474,186,111,2025-12-11,16:00:00,20:00:00,0
475,186,115,2025-02-15,07:00:00,09:00:00,0
476,186,104,2025-11-02,08:00:00,10:00:00,0
477,186,69,2025-04-13,09:00:00,13:00:00,0
478,186,17,2025-03-09,10:00:00,12:00:00,0
479,186,109,2025-07-21,08:00:00,09:00:00,0
480,186,138,2025-04-20,11:00:00,13:00:00,0
481,186,60,2025-04-22,11:00:00,13:00:00,0
482,186,128,2025-10-22,16:00:00,20:00:00,0
483,186,122,2025-09-09,16:00:00,17:00:00,0
484,186,147,2025-07-03,09:00:00,10:00:00,0
485,186,110,2025-04-30,20:00:00,22:00:00,0
486,186,90,2025-08-25,17:00:00,21:00:00,0
487,186,72,2025-12-17,12:00:00,13:00:00,0
488,186,95,2025-02-14,07:00:00,09:00:00,0
489,186,80,2025-04-04,12:00:00,14:00:00,0
490,187,31,2025-07-26,17:00:00,18:00:00,0
491,188,33,2025-01-18,07:00:00,09:00:00,0
492,189,106,2025-10-19,10:00:00,14:00:00,0
493,190,50,2025-04-01,17:00:00,21:00:00,0
494,190,144,2025-03-16,09:00:00,10:00:00,0
495,190,103,2025-03-15,06:00:00,10:00:00,0
496,190,59,2025-03-18,11:00:00,15:00:00,0
497,190,82,2025-04-14,19:00:00,20:00:00,0
498,190,110,2025-04-04,11:00:00,12:00:00,0
499,190,129,2025-04-07,06:00:00,07:00:00,0
500,190,132,2025-03-18,17:00:00,19:00:00,0
501,190,127,2025-05-09,17:00:00,21:00:00,0
502,191,59,2025-04-16,06:00:00,07:00:00,0
503,192,29,2025-01-26,14:00:00,15:00:00,0
504,192,70,2025-03-02,15:00:00,16:00:00,0
505,192,50,2025-01-26,20:00:00,21:00:00,0
506,192,90,2025-01-16,18:00:00,19:00:00,0
507,192,95,2025-02-22,15:00:00,16:00:00,0
508,193,110,2025-02-27,20:00:00,21:00:00,0
509,193,75,2025-02-03,16:00:00,17:00:00,0
510,193,109,2025-03-29,10:00:00,11:00:00,0
511,193,116,2025-02-13,18:00:00,22:00:00,0
512,193,63,2025-01-11,07:00:00,09:00:00,0
513,193,108,2025-04-12,10:00:00,12:00:00,0
514,193,50,2025-04-26,10:00:00,14:00:00,0
515,193,24,2025-03-14,07:00:00,09:00:00,0
516,193,111,2025-01-12,20:00:00,21:00:00,0
